//CHER
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_Reais							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> Real_1, 	1					// Currency Classname, Currency Money Value
	<Currency> Real_2, 	2
	<Currency> Real_5, 	5
	<Currency> Real_10, 	10
	<Currency> Real_20, 	20
	<Currency> Real_50, 	50
	<Currency> Real_100, 	100
	<Currency> Real_200, 	200


<Trader> Consumiveis							// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetais							// Category Name
		CaninaBerry,		         	*,		100,		30	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,		        	*,		100,		30	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		30	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		30	// Sellvalue -1 means it can not be selled
		BRTX_striker_helmet_Camo259B,				*,		15000,		800
		BRTX_striker_helmet_Camo260,				*,		15000,		800
		BRTX_striker_helmet_Camo260A,				*,		15000,		800
		BRTX_striker_helmet_Camo260A1,				*,		15000,		800
		BRTX_striker_helmet_Camo260B,				*,		15000,		800
		BRTX_striker_helmet_Camo264,				*,		15000,		800
		BRTX_striker_helmet_Camo264B,				*,		15000,		800
		BRTX_striker_helmet_Evil,				*,		15000,		800
		BRTX_striker_helmet_Evil_2,				*,		15000,		800
		BRTX_striker_helmet_Evil_3,				*,		15000,		800
		BRTX_striker_helmet_Obsidian,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes2,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes3,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes4,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes6,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes7,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes8,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes9,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes10,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes11,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes12,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes13,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes14,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes15,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes16,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes17,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes18,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes19,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes20,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes21,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes22,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Eyes23,				*,		15000,		800
		BRTX_striker_helmet_Vanta_ghost,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Witcher,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Witcher2,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Cleo,				*,		15000,		800
		BRTX_striker_helmet_Vanta_GOT,				*,		15000,		800
		BRTX_striker_helmet_Vanta_GOT2,				*,		15000,		800
		BRTX_striker_helmet_Vanta_GOT3,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Skull,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Pun,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Pun2,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Momo,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Vamp,				*,		15000,		800
		BRTX_striker_helmet_Vanta_White,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Black,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Blue,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Red,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Blood,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Green,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Orange,				*,		15000,		800
		BRTX_striker_helmet_Vanta_Purple,				*,		15000,		800

	<Category> Retextura: Variantes NVG 
		BRTX_NVGs_Basic,				*,		10000,		900
		BRTX_NVGs_BasicCamo40,			*,		10000,		900
		BRTX_NVGs_BasicCamo40A,			*,		10000,		900
		BRTX_NVGs_BasicCamo45,			*,		10000,		900
		BRTX_NVGs_BasicCamo48,			*,		10000,		900
		BRTX_NVGs_BasicCamo53,			*,		10000,		900
		BRTX_NVGs_BasicCamo53A,			*,		10000,		900
		BRTX_NVGs_BasicCamo56,			*,		10000,		900
		BRTX_NVGs_BasicCamo60,			*,		10000,		900
		BRTX_NVGs_BasicCamo65,			*,		10000,		900
		BRTX_NVGs_BasicCamo75,			*,		10000,		900
		BRTX_NVGs_BasicCamo77,			*,		10000,		900
		BRTX_NVGs_BasicCamo77A,			*,		10000,		900
		BRTX_NVGs_BasicCamo79,			*,		10000,		900
		BRTX_NVGs_BasicCamo109,			*,		10000,		900
		BRTX_NVGs_BasicCamo253,			*,		10000,		900
		BRTX_NVGs_BasicCamo253A,		*,		10000,		900
		BRTX_NVGs_BasicCamo257,			*,		10000,		900
		BRTX_NVGs_BasicCamo257A,		*,		10000,		900
		BRTX_NVGs_BasicCamo258,			*,		10000,		900
		BRTX_NVGs_BasicEvil,			*,		10000,		900
		BRTX_NVGs_BasicObsidian,		*,		10000,		900
		BRTX_NVGs_BasicVanta,			*,		10000,		900
		BRTX_NVGs_Blue,					*,		10000,		900
		BRTX_NVGs_Camo16,				*,		10000,		900
		BRTX_NVGs_Camo16A,				*,		10000,		900
		BRTX_NVGs_Camo16A1,				*,		10000,		900
		BRTX_NVGs_Camo21,				*,		10000,		900
		BRTX_NVGs_Camo33,				*,		10000,		900
		BRTX_NVGs_Camo33A,				*,		10000,		900
		BRTX_NVGs_Camo34,				*,		10000,		900
		BRTX_NVGs_Camo40,				*,		10000,		900
		BRTX_NVGs_Camo40A,				*,		10000,		900
		BRTX_NVGs_Camo43,				*,		10000,		900
		BRTX_NVGs_Camo44,				*,		10000,		900
		BRTX_NVGs_Camo45,				*,		10000,		900
		BRTX_NVGs_Camo46,				*,		10000,		900
		BRTX_NVGs_Camo48,				*,		10000,		900
		BRTX_NVGs_Camo49,				*,		10000,		900
		BRTX_NVGs_Camo52,				*,		10000,		900
		BRTX_NVGs_Camo53,				*,		10000,		900
		BRTX_NVGs_Camo56,				*,		10000,		900
		BRTX_NVGs_Camo56A,				*,		10000,		900
		BRTX_NVGs_Camo56A1,				*,		10000,		900
		BRTX_NVGs_Camo60,				*,		10000,		900
		BRTX_NVGs_Camo60A,				*,		10000,		900
		BRTX_NVGs_Camo63,				*,		10000,		900
		BRTX_NVGs_Camo63A,				*,		10000,		900
		BRTX_NVGs_Camo64,				*,		10000,		900
		BRTX_NVGs_Camo65,				*,		10000,		900
		BRTX_NVGs_Camo75,				*,		10000,		900
		BRTX_NVGs_Camo77,				*,		10000,		900
		BRTX_NVGs_Camo78,				*,		10000,		900
		BRTX_NVGs_Camo81,				*,		10000,		900
		BRTX_NVGs_Camo101,				*,		10000,		900
		BRTX_NVGs_Camo109,				*,		10000,		900
		BRTX_NVGs_Camo167,				*,		10000,		900
		BRTX_NVGs_Camo210,				*,		10000,		900
		BRTX_NVGs_Camo253,				*,		10000,		900
		BRTX_NVGs_Camo256,				*,		10000,		900
		BRTX_NVGs_Camo257,				*,		10000,		900
		BRTX_NVGs_Camo258,				*,		10000,		900
		BRTX_NVGs_Camo259,				*,		10000,		900
		BRTX_NVGs_Camo260,				*,		10000,		900
		BRTX_NVGs_Camo264,				*,		10000,		900
		BRTX_NVGs_DarkGreen,			*,		10000,		900
		BRTX_NVGs_Evil,					*,		10000,		900
		BRTX_NVGs_Green,				*,		10000,		900
		BRTX_NVGs_LightPurple,			*,		10000,		900
		BRTX_NVGs_ObsidianB,			*,		10000,		900
		BRTX_NVGs_ObsidianG,			*,		10000,		900
		BRTX_NVGs_ObsidianLP,			*,		10000,		900
		BRTX_NVGs_ObsidianO,			*,		10000,		900
		BRTX_NVGs_ObsidianP,			*,		10000,		900
		BRTX_NVGs_ObsidianR,			*,		10000,		900
		BRTX_NVGs_ObsidianY,			*,		10000,		900
		BRTX_NVGs_Orange,				*,		10000,		900
		BRTX_NVGs_Pink,					*,		10000,		900
		BRTX_NVGs_Purple,				*,		10000,		900
		BRTX_NVGs_Red,					*,		10000,		900
		BRTX_NVGs_VantaB,				*,		10000,		900
		BRTX_NVGs_VantaG,				*,		10000,		900
		BRTX_NVGs_VantaLP,				*,		10000,		900
		BRTX_NVGs_VantaO,				*,		10000,		900
		BRTX_NVGs_VantaP,				*,		10000,		900
		BRTX_NVGs_VantaR,				*,		10000,		900
		BRTX_NVGs_VantaY,				*,		10000,		900
		BRTX_NVGs_Yellow,				*,		10000,		900

	<Category> Retextura: Variantes de Bainha
		BRTX_Sheath_Camo14,		*,		3000,		500
		BRTX_Sheath_Camo15,		*,		3000,		500
		BRTX_Sheath_Camo16,		*,		3000,		500
		BRTX_Sheath_Camo21,		*,		3000,		500
		BRTX_Sheath_Camo33,		*,		3000,		500
		BRTX_Sheath_Camo34,		*,		3000,		500
		BRTX_Sheath_Camo40,		*,		3000,		500
		BRTX_Sheath_Camo41,		*,		3000,		500
		BRTX_Sheath_Camo43,		*,		3000,		500
		BRTX_Sheath_Camo44,		*,		3000,		500
		BRTX_Sheath_Camo45,		*,		3000,		500
		BRTX_Sheath_Camo46,		*,		3000,		500
		BRTX_Sheath_Camo48,		*,		3000,		500
		BRTX_Sheath_Camo49,		*,		3000,		500
		BRTX_Sheath_Camo51,		*,		3000,		500
		BRTX_Sheath_Camo52,		*,		3000,		500
		BRTX_Sheath_Camo56,		*,		3000,		500
		BRTX_Sheath_Camo60,		*,		3000,		500
		BRTX_Sheath_Camo63,		*,		3000,		500
		BRTX_Sheath_Camo64,		*,		3000,		500
		BRTX_Sheath_Camo65,		*,		3000,		500
		BRTX_Sheath_Camo77,		*,		3000,		500
		BRTX_Sheath_Camo78,		*,		3000,		500
		BRTX_Sheath_Camo79,		*,		3000,		500
		BRTX_Sheath_Camo81,		*,		3000,		500
		BRTX_Sheath_Camo101,		*,		3000,		500
		BRTX_Sheath_Camo109,		*,		3000,		500
		BRTX_Sheath_Camo167,		*,		3000,		500
		BRTX_Sheath_Camo210,		*,		3000,		500
		BRTX_Sheath_Camo253,		*,		3000,		500
		BRTX_Sheath_Camo256,		*,		3000,		500
		BRTX_Sheath_Camo257,		*,		3000,		500
		BRTX_Sheath_Camo258,		*,		3000,		500
		BRTX_Sheath_Camo259,		*,		3000,		500
		BRTX_Sheath_Camo260,		*,		3000,		500
		BRTX_Sheath_Camo264,		*,		3000,		500
		BRTX_Sheath_Evil,		*,		3000,		500
		BRTX_Sheath_Evil2,		*,		3000,		500
		BRTX_Sheath_Obsidian,		*,		3000,		500
		BRTX_Sheath_Vanta,		*,		3000,		500		

	<Category> Retextura: Cinto de Carga 
		BRTX_CargoBelt_Camo14,		*,		26000,		1000
		BRTX_CargoBelt_Camo15,		*,		26000,		1000
		BRTX_CargoBelt_Camo16,		*,		26000,		1000
		BRTX_CargoBelt_Camo21,		*,		26000,		1000
		BRTX_CargoBelt_Camo33,		*,		26000,		1000
		BRTX_CargoBelt_Camo34,		*,		26000,		1000
		BRTX_CargoBelt_Camo40,		*,		26000,		1000
		BRTX_CargoBelt_Camo41,		*,		26000,		1000
		BRTX_CargoBelt_Camo43,		*,		26000,		1000
		BRTX_CargoBelt_Camo44,		*,		26000,		1000
		BRTX_CargoBelt_Camo45,		*,		26000,		1000
		BRTX_CargoBelt_Camo46,		*,		26000,		1000
		BRTX_CargoBelt_Camo48,		*,		26000,		1000
		BRTX_CargoBelt_Camo49,		*,		26000,		1000
		BRTX_CargoBelt_Camo51,		*,		26000,		1000
		BRTX_CargoBelt_Camo52,		*,		26000,		1000
		BRTX_CargoBelt_Camo56,		*,		26000,		1000
		BRTX_CargoBelt_Camo60,		*,		26000,		1000
		BRTX_CargoBelt_Camo63,		*,		26000,		1000
		BRTX_CargoBelt_Camo64,		*,		26000,		1000
		BRTX_CargoBelt_Camo65,		*,		26000,		1000
		BRTX_CargoBelt_Camo77,		*,		16000,		600
		BRTX_CargoBelt_Camo78,		*,		26000,		1000
		BRTX_CargoBelt_Camo79,		*,		26000,		1000
		BRTX_CargoBelt_Camo81,		*,		26000,		1000
		BRTX_CargoBelt_Camo101,		*,		26000,		1000
		BRTX_CargoBelt_Camo109,		*,		26000,		1000
		BRTX_CargoBelt_Camo167,		*,		26000,		1000
		BRTX_CargoBelt_Camo210,		*,		26000,		1000
		BRTX_CargoBelt_Camo253,		*,		26000,		1000
		BRTX_CargoBelt_Camo256,		*,		26000,		1000
		BRTX_CargoBelt_Camo257,		*,		26000,		1000
		BRTX_CargoBelt_Camo258,		*,		26000,		1000
		BRTX_CargoBelt_Camo259,		*,		26000,		1000
		BRTX_CargoBelt_Camo260,		*,		26000,		1000
		BRTX_CargoBelt_Camo264,		*,		26000,		1000
		BRTX_CargoBelt_Evil,		*,		26000,		1000
		BRTX_CargoBelt_Evil2,		*,		26000,		1000
		BRTX_CargoBelt_Obsidian,	*,		26000,		1000
		BRTX_CargoBelt_Vanta,		*,		26000,		1000

	<Category> Retextura: Variantes EOD da bolsa de munição
		BRTX_AmmoPouch_Camo14,		*,		26000,		1000
		BRTX_AmmoPouch_Camo15,		*,		26000,		1000
		BRTX_AmmoPouch_Camo16,		*,		26000,		1000
		BRTX_AmmoPouch_Camo21,		*,		26000,		1000
		BRTX_AmmoPouch_Camo33,		*,		26000,		1000
		BRTX_AmmoPouch_Camo34,		*,		26000,		1000
		BRTX_AmmoPouch_Camo40,		*,		26000,		1000
		BRTX_AmmoPouch_Camo41,		*,		26000,		1000
		BRTX_AmmoPouch_Camo43,		*,		26000,		1000
		BRTX_AmmoPouch_Camo44,		*,		26000,		1000
		BRTX_AmmoPouch_Camo45,		*,		26000,		1000
		BRTX_AmmoPouch_Camo46,		*,		26000,		1000
		BRTX_AmmoPouch_Camo48,		*,		26000,		1000
		BRTX_AmmoPouch_Camo49,		*,		26000,		1000
		BRTX_AmmoPouch_Camo51,		*,		26000,		1000
		BRTX_AmmoPouch_Camo52,		*,		26000,		1000
		BRTX_AmmoPouch_Camo56,		*,		26000,		1000
		BRTX_AmmoPouch_Camo60,		*,		26000,		1000
		BRTX_AmmoPouch_Camo63,		*,		26000,		1000
		BRTX_AmmoPouch_Camo64,		*,		26000,		1000
		BRTX_AmmoPouch_Camo65,		*,		26000,		1000
		BRTX_AmmoPouch_Camo77,		*,		16000,		600
		BRTX_AmmoPouch_Camo78,		*,		26000,		1000
		BRTX_AmmoPouch_Camo79,		*,		26000,		1000
		BRTX_AmmoPouch_Camo81,		*,		26000,		1000
		BRTX_AmmoPouch_Camo101,		*,		26000,		1000
		BRTX_AmmoPouch_Camo109,		*,		26000,		1000
		BRTX_AmmoPouch_Camo167,		*,		26000,		1000
		BRTX_AmmoPouch_Camo210,		*,		26000,		1000
		BRTX_AmmoPouch_Camo253,		*,		26000,		1000
		BRTX_AmmoPouch_Camo256,		*,		26000,		1000
		BRTX_AmmoPouch_Camo257,		*,		26000,		1000
		BRTX_AmmoPouch_Camo258,		*,		26000,		1000
		BRTX_AmmoPouch_Camo259,		*,		26000,		1000
		BRTX_AmmoPouch_Camo260,		*,		26000,		1000
		BRTX_AmmoPouch_Camo264,		*,		26000,		1000
		BRTX_AmmoPouch_Evil,		*,		26000,		1000
		BRTX_AmmoPouch_Evil2,		*,		26000,		1000
		BRTX_AmmoPouch_Obsidian,	*,		26000,		1000
		BRTX_AmmoPouch_Vanta,		*,		26000,		1000

	<Category> Retextura: Variantes de Bolsas Médicas
		BRTX_MedPouch_Camo14,		*,		26000,		1000
		BRTX_MedPouch_Camo15,		*,		26000,		1000
		BRTX_MedPouch_Camo16,		*,		26000,		1000
		BRTX_MedPouch_Camo21,		*,		26000,		1000
		BRTX_MedPouch_Camo33,		*,		26000,		1000
		BRTX_MedPouch_Camo34,		*,		26000,		1000
		BRTX_MedPouch_Camo40,		*,		26000,		1000
		BRTX_MedPouch_Camo41,		*,		26000,		1000
		BRTX_MedPouch_Camo43,		*,		26000,		1000
		BRTX_MedPouch_Camo44,		*,		26000,		1000
		BRTX_MedPouch_Camo45,		*,		26000,		1000
		BRTX_MedPouch_Camo46,		*,		26000,		1000
		BRTX_MedPouch_Camo48,		*,		26000,		1000
		BRTX_MedPouch_Camo49,		*,		26000,		1000
		BRTX_MedPouch_Camo51,		*,		26000,		1000
		BRTX_MedPouch_Camo52,		*,		26000,		1000
		BRTX_MedPouch_Camo56,		*,		26000,		1000
		BRTX_MedPouch_Camo60,		*,		26000,		1000
		BRTX_MedPouch_Camo63,		*,		26000,		1000
		BRTX_MedPouch_Camo64,		*,		26000,		1000
		BRTX_MedPouch_Camo65,		*,		26000,		1000
		BRTX_MedPouch_Camo77,		*,		16000,		600
		BRTX_MedPouch_Camo78,		*,		26000,		1000
		BRTX_MedPouch_Camo79,		*,		26000,		1000
		BRTX_MedPouch_Camo81,		*,		26000,		1000
		BRTX_MedPouch_Camo101,		*,		26000,		1000
		BRTX_MedPouch_Camo109,		*,		26000,		1000
		BRTX_MedPouch_Camo167,		*,		26000,		1000
		BRTX_MedPouch_Camo210,		*,		26000,		1000
		BRTX_MedPouch_Camo253,		*,		26000,		1000
		BRTX_MedPouch_Camo256,		*,		26000,		1000
		BRTX_MedPouch_Camo257,		*,		26000,		1000
		BRTX_MedPouch_Camo258,		*,		26000,		1000
		BRTX_MedPouch_Camo259,		*,		26000,		1000
		BRTX_MedPouch_Camo260,		*,		26000,		1000
		BRTX_MedPouch_Camo264,		*,		26000,		1000
		BRTX_MedPouch_Evil,		*,		26000,		1000
		BRTX_MedPouch_Evil2,		*,		26000,		1000
		BRTX_MedPouch_Obsidian,		*,		26000,		1000
		BRTX_MedPouch_Vanta,		*,		26000,		1000

	

    <Category> Músicas Velha Guarda
		Cassette_GTA_V_FlyLoFM,				*,		8000,			800
		Cassette_GTA_V_SoulwaxFM,			*,		8000,			800
		Cassette_GTA_VC_Emotion_98_3,			*,		8000,			800
		Cassette_GTA_VC_Fever_105,			*,		8000,			800
		Cassette_GTA_VC_FlashFM,			*,		8000,			800
		Cassette_GTA_VC_VRock,				*,		8000,			800
		Cassette_GTA_VC_Wave_103,			*,		8000,			800
		Cassette_GTA_V_FlyLoFM1,			*,		8000,			800
		Cassette_GTA_V_SoulwaxFM1,			*,		8000,			800
		Cassette_GTA_VC_Emotion_98_31,			*,		8000,			800
		Cassette_GTA_VC_Fever_1051,			*,		8000,			800
		Cassette_GTA_VC_FlashFM1,			*,		8000,			800
		Cassette_GTA_VC_VRock1,				*,		8000,			800
		Cassette_GTA_VC_Wave_1031,			*,		8000,			800
		Cassette_GTA_V_FlyLoFM2,			*,		8000,			800
		Cassette_GTA_V_SoulwaxFM2,			*,		8000,			800
		Cassette_GTA_VC_Emotion_98_32,			*,		8000,			800
		Cassette_GTA_VC_Fever_1052,			*,		8000,			800
		Cassette_GTA_VC_FlashFM2,			*,		8000,			800
		Cassette_GTA_VC_VRock2,				*,		8000,			800
		Cassette_GTA_VC_Wave_1032,			*,		8000,			800

    <Category> Musicas
		YK_Radio,					*,		28000,			1000
		YK_RadioPanasonic,				*,		28000,			1000
		YK_RadioVesna,					*,		28000,			1000
		YK_Cassette_NaZare,				*,		1000,			600
		YK_Cassette_Hentai,				*,		1000,			600
		YK_Cassette_Unravel,				*,		1000,			600
		YK_Cassette_Alert,				*,		1000,			600
		YK_Cassette_TokyoGhoul,				*,		1000,			600
		YK_Cassette_WasWollenWirTrinken,		*,		1000,			600
		YK_Cassette_WennDieSoldaten,			*,		1000,			600
		YK_Cassette_Leto,				*,		1000,			600
		YK_Cassette_Stuk,				*,		1000,			600
		YK_Cassette_Pachkasigaret,			*,		1000,			600
		YK_Cassette_Gruppakrovi,			*,		1000,			600
		YK_Cassette_Kukushka,				*,		1000,			600
		YK_Cassette_Sudno,				*,		1000,			600
		YK_Cassette_Discoteque,				*,		1000,			600
		YK_Cassette_Kletka,				*,		1000,			600
		YK_Cassette_Lydi,				*,		1000,			600
		YK_Cassette_Volny,				*,		1000,			600
		YK_Cassette_SmellsLikeTeenSpirit,		*,		1000,			600
		YK_Cassette_AUSL196NDER,			*,		1000,			600
		YK_Cassette_DEUTSCHLAND,			*,		1000,			600
		YK_Cassette_Duhast,				*,		1000,			600
		YK_Cassette_Feuerfrei,				*,		1000,			600
		YK_Cassette_IchWill,				*,		1000,			600
		YK_Cassette_LINKS,				*,		1000,			600
		YK_Cassette_MOSKAU,				*,		1000,			600
		YK_Cassette_WAS_ICH_LIEBE,			*,		1000,			600
		YK_Cassette_SNOLLERBOYS,			*,		1000,			600
		YK_Cassette_Adidas,				*,		1000,			600
		YK_Cassette_NasNeDogoniat,			*,		1000,			600
		YK_Cassette_Tchaikovsky_March,			*,		1000,			600
		YK_Cassette_Tchaikovsky_Overture,		*,		1000,			600
		YK_Cassette_Tchaikovsky_TheChristmasTree,	*,		1000,			600
		YK_Cassette_Tchaikovsky_WeSingToday,		*,		1000,			600
		YK_Cassette_DaiteLydamRomy,			*,		1000,			600
		YK_Cassette_DeadAnarhist,			*,		1000,			600
		YK_Cassette_DvaDruga,				*,		1000,			600
		YK_Cassette_EliMyasoMyzhiki,			*,		1000,			600
		YK_Cassette_Joker,				*,		1000,			600
		YK_Cassette_KyklaKoldyna,			*,		1000,			600
		YK_Cassette_PrignySoSkaly,			*,		1000,			600
		YK_Cassette_SevernyiFlot,			*,		1000,			600
		JMC_Radio_CassetteTape_MusicTape2,		*,		-1,			2500
		JMC_Radio_CassetteTape_MusicTape2,		*,		-1,			2500
		JMC_Radio_CassetteTape_MusicTape3,		*,		-1,			2500

    <Category> Itens Raros
		WitchHood_Black,	                *,       -1,	50000
		WitchHood_Brown,	                *,       -1,	40000
		WitchHood_Red,	                        *,       -1,	30000
	
        
<Trader> Traficante
	<Category> Cannabis
		CP_Pouch,						*,		2500,		1000
		CP_EmptyBag,						16,		500,		100
		CP_Workbench_Kit,					*,		15000,		100
		CP_Tobacco,						*,		2000,		1000
		CP_Bagger,						*,		2000,		200
		CP_PlasticWrapper,					*,		2000,		1000
		CP_PlasticRoll,						*,		500,		100
		CP_Relief_Balm,						*,		500,		150
		CP_RollingPapers,					*,		500,,		150
		CP_CannabisBrickSkunk,					1,		-1,		10000
		CP_CannabisBrickBlue,					1,		-1,		20000
		CP_CannabisBrickKush,					1,		-1,		20000
		CP_CannabisBrickStardawg,				1,		-1,		20000
		CP_CannabisBrickFuture,					1,		-1,		25000
		CP_CannabisBrickS1,					1,		-1,		30000
		CP_CannabisBrickNomad,					1,		-1,		30000
		CP_CannabisBrickBlackFrost,				1,		-1,		30000
		CP_JointKush,			                        *,		500,		300
		CP_JointStardawg,			                *,		500,		300
		CP_JointFuture,			                        *,		500,		300
		CP_JointS1,			                        *,		500,		300
		CP_JointNomad,			                        *,		500,		300
		CP_JointBlackFrost,			                *,		500,		300
		CP_JointSkunk,			                        *,		500,		300
		CP_JointBlue,			                        *,		500,		300

<Trader> Mercado Negro
	<Category> Armas SNAFU
                SNAFUAPS,                          W,		-1,		        1200
                SR3_Vikhr_Gun,                     W,		-1,		        1200
		SN_Springfield,                    W,		-1,			1500
		SN_Glock19,                        W,		-1,			1500
		SN_Mp443,                          W,		-1,			1500
		SN_M9,                             W,		-1,			1500
		SNAFU_PL14HQP,                     W,		-1,			1200
		ttp90,                             W,		-1,			1500
		GCGN_Vityaz,                       W,		-1,			1000
		Tec9_Gun,                          W,		-1,			2750
		SNAFUVECTOR_9mm_GUN,               W,		-1,			2500
		SNAFU_MP9_GUN,                     W,		-1,			2000
		SNAFU_Fort12_GUN,                  W,		-1,			2500
		SNAFU_MPX_GUN,                     W,		-1,			2000
		SNAFU_Agram_GUN,                   W,		-1,			2000
		SNAFUKH9,                          W,		-1,			2000
		SNAFUSten,                         W,		-1,			2000
		SNAFU_PDW_9mm,	                   W,		-1,			2000
		SNAFUUzi,                          W,		-1,			2750
		SN_USP,                            W,		-1,			2500
		SNAFUVECTOR_45acp_GUN,             W,		-1,			2000
		SNAFU_PDW_45ACP,	           W,		-1,			2000
		SNAFUThompsonMk2,                  W,		-1,			2000
		SNAFUSWM629,                       W,		-1,			2000
		SNAFUChiappaRhino,                 W,		-1,			2250
		SNAFUMagnum500,                    W,		-1,			2000
		GCGN_MP7,                          W,		-1,			2000
		SNAFUP90,                          W,		-1,			2000
		SNAFU_Trenchgun,                   W,		-1,			2750
		SNAFU_TP82S,                       W,		-1,			2750
		SN_Auto_Shotgun,                   W,		-1,			2000
		SN_M870,                           W,		-1,			2000
		tt870,                             W,		-1,			2000
		VR80_Gun,                          W,		-1,			2500
		Spas12_Gun,                        W,		-1,			2000
		AA12_Gun,                          W,		-1,			2000
		SNAFUSR3_Vikhr,                    W,		-1,			2000
		GCGN_M1Garand,                     W,		-1,			2000
		SNAFU_M1918A2,                     W,		-1,			2000
		SNAFUMarlin1895,                   W,		-1,			2000
		SNAFU_AK12A,                       W,		-1,			2000
		SNAFU_RPK16_Black,                 W,		-1,			2000
		SNAFU_RPK16_Green,                 W,		-1,			2000
		SNAFU_RPK16_Tan,                   W,		-1,			2000
		SNAFU_AEK545_Gun,                  W,		-1,			2000
		SNAFU_U100,                        W,		-1,			2000
		GCGN_M4A1,                         W,		-1,			2000
		SNAFU_CZ805_Gun,                   W,		-1,			2000
		GCGN_HK416,                        W,		-1,			2000
		ACR_Gun,                           W,		-1,			2000
		M4_6933_Gun,                       W,		-1,			2000
		IA2_Gun,                           W,		-1,			2000
		SG550_Gun,                         W,		-1,			2000
		MK18_Gun,                          W,		-1,			2000
		ttr700,                            W,		-1,			2200
		SCAR_Gun,                          W,		-1,			2000
		SNAFU_CALI_GUN,                    W,		-1,			2000
		SNAFU_AK19,                        W,		-1,			2000
		SNAFUTAR21_Black,                  W,		-1,			2000
		SNAFUTAR21_Tan,                    W,		-1,			2000
		SNAFUTAR21_Green,                  W,		-1,			2000
		SNAFUFAMAS,                        W,		-1,			2000
		SNAFUMk12,                         W,		-1,			2000
		SNAFUSA80,                         W,		-1,			2000
		HK416_Gun,                         W,		-1,			2000
		SNAFUAUG,                          W,		-1,			2000
		SNAFUAR15_SPR_Tan_GUN,             W,		-1,			2000
		SNAFUAR15_SPR_Black_GUN,           W,		-1,			2000
		SNAFUAUG_BK,                       W,		-1,			2000
		SNAFU_ADAR_Modular16_GUN,          W,		-1,			2000
		SNAFU_AR15_Modular16_GUN,          W,		-1,			2000
		SNAFU_LVOA556_GUN,                 W,		-1,			2000
		SNAFU_M4556_Modular14_GUN,         W,		-1,			2000
		SNAFU_M4556_Modular16_GUN,         W,		-1,			2000
		SNAFU_Saint556_Gun,                W,		-1,			2000
		GCGN_M249,                         W,		-1,			15000
                SNAFUPPSh,                         W,		-1,			2250
		SNAFU_SKS,                         W,		-1,			2250
		GCGN_VEPR,                         W,		-1,			2250
